DataCode,RecType,RecYear,Date,Watershed,Habitat,Replicate,SPPCode,Count
CFP01,2,1995,5/16/1995,N4D,Combined,1,LEPHUM,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,LEPMAC,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,LEPMEG,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,LUXCOR,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,NOTEXI,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,NOTSTR,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,ORCNAI,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,ORCNEG,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,PHEMIR,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,PIMNOT,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,PIMPRO,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,SEMATR,0
CFP01,2,1995,5/16/1995,N4D,Combined,1,TADPOLE,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,CAMANO,363
CFP01,2,1995,8/8/1995,N4D,Combined,1,CATCOM,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,CHRERY,101
CFP01,2,1995,8/8/1995,N4D,Combined,1,CRAY,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,CYPLUT,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,ETHNIG,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,ETHSPE,25
CFP01,2,1995,8/8/1995,N4D,Combined,1,GAMAFF,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,LEPCYA,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,LEPHUM,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,LEPMAC,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,LEPMEG,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,LUXCOR,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,NOTEXI,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,NOTSTR,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,ORCNAI,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,ORCNEG,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,PHEMIR,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,PIMNOT,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,PIMPRO,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,SEMATR,0
CFP01,2,1995,8/8/1995,N4D,Combined,1,TADPOLE,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,CAMANO,208
CFP01,2,1995,11/17/1995,N4D,Combined,1,CATCOM,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,CHRERY,241
CFP01,2,1995,11/17/1995,N4D,Combined,1,CRAY,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,CYPLUT,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,ETHNIG,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,ETHSPE,25
CFP01,2,1995,11/17/1995,N4D,Combined,1,GAMAFF,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,LEPCYA,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,LEPHUM,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,LEPMAC,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,LEPMEG,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,LUXCOR,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,NOTEXI,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,NOTSTR,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,ORCNAI,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,ORCNEG,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,PHEMIR,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,PIMNOT,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,PIMPRO,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,SEMATR,0
CFP01,2,1995,11/17/1995,N4D,Combined,1,TADPOLE,0
CFP01,2,1996,5/22/1996,MID,Combined,1,CAMANO,0
CFP01,2,1996,5/22/1996,MID,Combined,1,CATCOM,0
CFP01,2,1996,5/22/1996,MID,Combined,1,CHRERY,0
CFP01,2,1996,5/22/1996,MID,Combined,1,CRAY,0
CFP01,2,1996,5/22/1996,MID,Combined,1,CYPLUT,0
CFP01,2,1996,5/22/1996,MID,Combined,1,ETHNIG,0
CFP01,2,1996,5/22/1996,MID,Combined,1,ETHSPE,3
CFP01,2,1996,5/22/1996,MID,Combined,1,GAMAFF,0
CFP01,2,1996,5/22/1996,MID,Combined,1,LEPCYA,0
CFP01,2,1996,5/22/1996,MID,Combined,1,LEPHUM,0
CFP01,2,1996,5/22/1996,MID,Combined,1,LEPMAC,0
CFP01,2,1996,5/22/1996,MID,Combined,1,LEPMEG,0
CFP01,2,1996,5/22/1996,MID,Combined,1,LUXCOR,0
CFP01,2,1996,5/22/1996,MID,Combined,1,NOTEXI,0
CFP01,2,1996,5/22/1996,MID,Combined,1,NOTSTR,0
CFP01,2,1996,5/22/1996,MID,Combined,1,ORCNAI,0
CFP01,2,1996,5/22/1996,MID,Combined,1,ORCNEG,0
CFP01,2,1996,5/22/1996,MID,Combined,1,PHEMIR,0
CFP01,2,1996,5/22/1996,MID,Combined,1,PIMNOT,0
CFP01,2,1996,5/22/1996,MID,Combined,1,PIMPRO,0
CFP01,2,1996,5/22/1996,MID,Combined,1,SEMATR,0
CFP01,2,1996,5/22/1996,MID,Combined,1,TADPOLE,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,CAMANO,50
CFP01,2,1996,2/22/1996,N1B,Combined,1,CATCOM,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,CHRERY,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,CRAY,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,CYPLUT,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,ETHNIG,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,ETHSPE,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,GAMAFF,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,LEPCYA,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,LEPHUM,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,LEPMAC,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,LEPMEG,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,LUXCOR,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,NOTEXI,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,NOTSTR,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,ORCNAI,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,ORCNEG,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,PHEMIR,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,PIMNOT,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,PIMPRO,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,SEMATR,0
CFP01,2,1996,2/22/1996,N1B,Combined,1,TADPOLE,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,CAMANO,48
CFP01,2,1996,5/22/1996,N1B,Combined,1,CATCOM,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,CHRERY,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,CRAY,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,CYPLUT,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,ETHNIG,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,ETHSPE,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,GAMAFF,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,LEPCYA,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,LEPHUM,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,LEPMAC,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,LEPMEG,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,LUXCOR,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,NOTEXI,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,NOTSTR,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,ORCNAI,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,ORCNEG,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,PHEMIR,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,PIMNOT,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,PIMPRO,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,SEMATR,0
CFP01,2,1996,5/22/1996,N1B,Combined,1,TADPOLE,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,CAMANO,111
CFP01,2,1996,8/15/1996,N1B,Combined,1,CATCOM,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,CHRERY,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,CRAY,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,CYPLUT,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,ETHNIG,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,ETHSPE,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,GAMAFF,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,LEPCYA,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,LEPHUM,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,LEPMAC,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,LEPMEG,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,LUXCOR,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,NOTEXI,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,NOTSTR,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,ORCNAI,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,ORCNEG,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,PHEMIR,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,PIMNOT,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,PIMPRO,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,SEMATR,0
CFP01,2,1996,8/15/1996,N1B,Combined,1,TADPOLE,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,CAMANO,72
CFP01,2,1996,11/5/1996,N1B,Combined,1,CATCOM,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,CHRERY,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,CRAY,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,CYPLUT,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,ETHNIG,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,ETHSPE,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,GAMAFF,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,LEPCYA,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,LEPHUM,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,LEPMAC,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,LEPMEG,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,LUXCOR,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,NOTEXI,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,NOTSTR,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,ORCNAI,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,ORCNEG,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,PHEMIR,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,PIMNOT,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,PIMPRO,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,SEMATR,0
CFP01,2,1996,11/5/1996,N1B,Combined,1,TADPOLE,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,CAMANO,123
CFP01,2,1996,2/22/1996,N4D,Combined,1,CATCOM,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,CHRERY,142
CFP01,2,1996,2/22/1996,N4D,Combined,1,CRAY,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,CYPLUT,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,ETHNIG,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,ETHSPE,26
CFP01,2,1996,2/22/1996,N4D,Combined,1,GAMAFF,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,LEPCYA,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,LEPHUM,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,LEPMAC,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,LEPMEG,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,LUXCOR,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,NOTEXI,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,NOTSTR,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,ORCNAI,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,ORCNEG,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,PHEMIR,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,PIMNOT,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,PIMPRO,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,SEMATR,0
CFP01,2,1996,2/22/1996,N4D,Combined,1,TADPOLE,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,CAMANO,91
CFP01,2,1996,5/22/1996,N4D,Combined,1,CATCOM,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,CHRERY,135
CFP01,2,1996,5/22/1996,N4D,Combined,1,CRAY,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,CYPLUT,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,ETHNIG,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,ETHSPE,30
CFP01,2,1996,5/22/1996,N4D,Combined,1,GAMAFF,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,LEPCYA,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,LEPHUM,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,LEPMAC,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,LEPMEG,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,LUXCOR,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,NOTEXI,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,NOTSTR,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,ORCNAI,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,ORCNEG,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,PHEMIR,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,PIMNOT,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,PIMPRO,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,SEMATR,0
CFP01,2,1996,5/22/1996,N4D,Combined,1,TADPOLE,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,CAMANO,156
CFP01,2,1996,8/15/1996,N4D,Combined,1,CATCOM,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,CHRERY,176
CFP01,2,1996,8/15/1996,N4D,Combined,1,CRAY,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,CYPLUT,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,ETHNIG,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,ETHSPE,41
CFP01,2,1996,8/15/1996,N4D,Combined,1,GAMAFF,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,LEPCYA,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,LEPHUM,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,LEPMAC,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,LEPMEG,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,LUXCOR,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,NOTEXI,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,NOTSTR,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,ORCNAI,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,ORCNEG,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,PHEMIR,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,PIMNOT,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,PIMPRO,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,SEMATR,0
CFP01,2,1996,8/15/1996,N4D,Combined,1,TADPOLE,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,CAMANO,134
CFP01,2,1996,11/5/1996,N4D,Combined,1,CATCOM,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,CHRERY,202
CFP01,2,1996,11/5/1996,N4D,Combined,1,CRAY,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,CYPLUT,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,ETHNIG,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,ETHSPE,32
CFP01,2,1996,11/5/1996,N4D,Combined,1,GAMAFF,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,LEPCYA,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,LEPHUM,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,LEPMAC,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,LEPMEG,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,LUXCOR,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,NOTEXI,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,NOTSTR,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,ORCNAI,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,ORCNEG,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,PHEMIR,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,PIMNOT,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,PIMPRO,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,SEMATR,0
CFP01,2,1996,11/5/1996,N4D,Combined,1,TADPOLE,0
CFP01,2,1997,3/26/1997,MID,Combined,1,CAMANO,170
CFP01,2,1997,3/26/1997,MID,Combined,1,CATCOM,0
CFP01,2,1997,3/26/1997,MID,Combined,1,CHRERY,47
CFP01,2,1997,3/26/1997,MID,Combined,1,CRAY,0
CFP01,2,1997,3/26/1997,MID,Combined,1,CYPLUT,0
CFP01,2,1997,3/26/1997,MID,Combined,1,ETHNIG,0
CFP01,2,1997,3/26/1997,MID,Combined,1,ETHSPE,48
CFP01,2,1997,3/26/1997,MID,Combined,1,GAMAFF,0
CFP01,2,1997,3/26/1997,MID,Combined,1,LEPCYA,0
CFP01,2,1997,3/26/1997,MID,Combined,1,LEPHUM,0
CFP01,2,1997,3/26/1997,MID,Combined,1,LEPMAC,0
CFP01,2,1997,3/26/1997,MID,Combined,1,LEPMEG,0
CFP01,2,1997,3/26/1997,MID,Combined,1,LUXCOR,0
CFP01,2,1997,3/26/1997,MID,Combined,1,NOTEXI,0
CFP01,2,1997,3/26/1997,MID,Combined,1,NOTSTR,0
CFP01,2,1997,3/26/1997,MID,Combined,1,ORCNAI,0
CFP01,2,1997,3/26/1997,MID,Combined,1,ORCNEG,0
